"filename", "language", "CSS", "YAML", "TypeScript", "JSON", "HTML", "XML", "comment", "blank", "total"
"/Users/tyshowers/Dropbox/angular/notch-app/src/app/lab-orders/lab-order-create/lab-order-create.component.spec.ts", "TypeScript", 0, 0, 20, 0, 0, 0, 0, 6, 26
"/Users/tyshowers/Dropbox/angular/notch-app/src/app/lab-orders/lab-order-create/lab-order-create.component.ts", "TypeScript", 0, 0, 25, 0, 0, 0, 0, 9, 34
"/Users/tyshowers/Dropbox/angular/notch-app/src/app/lab-orders/lab-order-edit/lab-order-edit.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/tyshowers/Dropbox/angular/notch-app/src/app/lab-orders/lab-order-edit/lab-order-edit.component.html", "HTML", 0, 0, 0, 0, 1026, 0, 23, 25, 1074
"/Users/tyshowers/Dropbox/angular/notch-app/src/app/lab-orders/lab-order-edit/lab-order-edit.component.spec.ts", "TypeScript", 0, 0, 20, 0, 0, 0, 0, 6, 26
"/Users/tyshowers/Dropbox/angular/notch-app/src/app/lab-orders/lab-order-edit/lab-order-edit.component.ts", "TypeScript", 0, 0, 210, 0, 0, 0, 1, 22, 233
"/Users/tyshowers/Dropbox/angular/notch-app/src/app/lab-orders/lab-order-filter.pipe.spec.ts", "TypeScript", 0, 0, 7, 0, 0, 0, 0, 2, 9
"/Users/tyshowers/Dropbox/angular/notch-app/src/app/lab-orders/lab-order-filter.pipe.ts", "TypeScript", 0, 0, 39, 0, 0, 0, 0, 8, 47
"/Users/tyshowers/Dropbox/angular/notch-app/src/app/lab-orders/lab-order-home/lab-order-home.component.css", "CSS", 6, 0, 0, 0, 0, 0, 0, 1, 7
"/Users/tyshowers/Dropbox/angular/notch-app/src/app/lab-orders/lab-order-home/lab-order-home.component.html", "HTML", 0, 0, 0, 0, 31, 0, 0, 3, 34
"/Users/tyshowers/Dropbox/angular/notch-app/src/app/lab-orders/lab-order-home/lab-order-home.component.spec.ts", "TypeScript", 0, 0, 20, 0, 0, 0, 0, 6, 26
"/Users/tyshowers/Dropbox/angular/notch-app/src/app/lab-orders/lab-order-home/lab-order-home.component.ts", "TypeScript", 0, 0, 88, 0, 0, 0, 0, 15, 103
"/Users/tyshowers/Dropbox/angular/notch-app/src/app/lab-orders/lab-order-list/lab-order-list.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/tyshowers/Dropbox/angular/notch-app/src/app/lab-orders/lab-order-list/lab-order-list.component.html", "HTML", 0, 0, 0, 0, 40, 0, 0, 1, 41
"/Users/tyshowers/Dropbox/angular/notch-app/src/app/lab-orders/lab-order-list/lab-order-list.component.spec.ts", "TypeScript", 0, 0, 20, 0, 0, 0, 0, 6, 26
"/Users/tyshowers/Dropbox/angular/notch-app/src/app/lab-orders/lab-order-list/lab-order-list.component.ts", "TypeScript", 0, 0, 49, 0, 0, 0, 4, 18, 71
"/Users/tyshowers/Dropbox/angular/notch-app/src/app/lab-orders/lab-order-view/lab-order-view.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/tyshowers/Dropbox/angular/notch-app/src/app/lab-orders/lab-order-view/lab-order-view.component.html", "HTML", 0, 0, 0, 0, 161, 0, 1, 11, 173
"/Users/tyshowers/Dropbox/angular/notch-app/src/app/lab-orders/lab-order-view/lab-order-view.component.spec.ts", "TypeScript", 0, 0, 20, 0, 0, 0, 0, 6, 26
"/Users/tyshowers/Dropbox/angular/notch-app/src/app/lab-orders/lab-order-view/lab-order-view.component.ts", "TypeScript", 0, 0, 26, 0, 0, 0, 0, 11, 37
"/Users/tyshowers/Dropbox/angular/notch-app/src/app/lab-orders/lab-orders-routing.module.ts", "TypeScript", 0, 0, 13, 0, 0, 0, 0, 3, 16
"/Users/tyshowers/Dropbox/angular/notch-app/src/app/lab-orders/lab-orders.component.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 1, 1
"/Users/tyshowers/Dropbox/angular/notch-app/src/app/lab-orders/lab-orders.component.html", "HTML", 0, 0, 0, 0, 1, 0, 0, 1, 2
